IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_DETAIL_TEXT_TYPE;IE-CODE;IE_SORT;IE_TAGS;IP_PROP212;IP_PROP745;IP_PROP794;IP_PROP746;IP_PROP747;IP_PROP748;IP_PROP791;IP_PROP749;IP_PROP750;IP_PROP751;IP_PROP793;IP_PROP780;IP_PROP752;IP_PROP753;IP_PROP754;IP_PROP755;IP_PROP792;IP_PROP756;IP_PROP758;IP_PROP759;IP_PROP789;IP_PROP760;IP_PROP761;IP_PROP762;IP_PROP763;IP_PROP783;IP_PROP784;IP_PROP785;IP_PROP764;IP_PROP765;IP_PROP766;IP_PROP790;IP_PROP767;IP_PROP768;IP_PROP769;IP_PROP770;IP_PROP771;IP_PROP772;IP_PROP773;IP_PROP776;IP_PROP777;IP_PROP787;IP_PROP788;IP_PROP778;IP_PROP779;IC_GROUP0;IC_GROUP1
13909;Автопогрузчик Yale GP18AK;13909;Y;text;avtopogruzchik-Yale-GP18AK;500;;474;1895;;2010;137/1600;2060;;;1135/1070;MAZDA FE;;;2310;;;52;;;;;;;30,8;;1750;;;;апр.98;33/23;;;;18.5/19.0;;;;600/635;;Automat1c;17100;;;;2865;Складская техника;
