IE_XML_ID;IE_NAME;IE_ACTIVE;IE_DETAIL_TEXT_TYPE;IE-CODE;IE_SORT;IE_TAGS;IP_PROP212;IP_PROP745;IP_PROP794;IP_PROP746;IP_PROP747;IP_PROP748;IP_PROP791;IP_PROP749;IP_PROP750;IP_PROP751;IP_PROP793;IP_PROP780;IP_PROP752;IP_PROP753;IP_PROP754;IP_PROP755;IP_PROP792;IP_PROP756;IP_PROP758;IP_PROP759;IP_PROP789;IP_PROP760;IP_PROP761;IP_PROP762;IP_PROP763;IP_PROP783;IP_PROP784;IP_PROP785;IP_PROP764;IP_PROP765;IP_PROP766;IP_PROP790;IP_PROP767;IP_PROP768;IP_PROP769;IP_PROP770;IP_PROP771;IP_PROP772;IP_PROP773;IP_PROP776;IP_PROP777;IP_PROP787;IP_PROP788;IP_PROP778;IP_PROP779;IC_GROUP0;IC_GROUP1
13871;Узкопроходный штабелер Yale MTC13 LWB;Y;text;uzkoprohodniy-shtabeler-Yale-MTC13-LWB;500;;474;1600;;2370;;;;различается;различается;;;;различается;;1085;;;2063;;1580;;2 x 12;7,5;48;1300;;;;;6;07.май;;индукц./рельс.;10.4 / 10.5;302 / 300;0.50 / 0.45;501 / 450;0.41 / 0.45;411 / 450;;;;;;7034;Складская техника;Узкопроходные штабелеры
13872;Узкопроходный штабелер Yale MTC13-80V;Y;text;uzkoprohodniy-shtabeler-Yale-MTC13-80V;500;;474;1600;;2250;;;;различается;различается;;;;различается;;420;;;1943;;1360;;2 x 15;8.0;80;1300;;;;;6;8.0;;индукц./рельс.;11.9 / 12.0;303 / 300;0.50 / 0.45;502 / 450;0.41 / 0.45;412 / 450;;;;;;6701;Складская техника;Узкопроходные штабелеры
13873;Узкопроходный штабелер Yale MTC15 SWB;Y;text;uzkoprohodniy-shtabeler-Yale-MTC15-SWB;500;;474;1600;;2370;;;;различается;различается;;;;различается;;560;;;2063;;1600;;2 x 15;8.0;80;1500;;;;;6;8.0;;индукц./рельс.;11.9 / 12.0;304 / 300;0.50 / 0.45;503 / 450;0.41 / 0.45;413 / 450;;;;;;7140;Складская техника;Узкопроходные штабелеры
13874;Узкопроходный штабелер Yale MTC15 MWB;Y;text;uzkoprohodniy-shtabeler-Yale-MTC15-MWB;500;;474;1600;;2495;;;;различается;различается;;;;различается;;700;;;2193;;1900;;2 x 15;8.0;80;1500;;;;;6;8.0;;индукц./рельс.;11.9 / 12.0;305 / 300;0.50 / 0.45;504 / 450;0.41 / 0.45;414 / 450;;;;;;7686;Складская техника;Узкопроходные штабелеры
13875;Узкопроходный штабелер Yale MTC15 LWB;Y;text;uzkoprohodniy-shtabeler-Yale-MTC15-LWB;500;;474;1600;;2685;;;;различается;различается;;;;различается;;840;;;2388;;1900;;2 x 15;8.0;80;1500;;;;;6;8.0;;индукц./рельс.;11.9 / 12.0;306 / 300;0.50 / 0.45;505 / 450;0.41 / 0.45;415 / 450;;;;;;7921;Складская техника;Узкопроходные штабелеры
13716;Комплектовщик заказов Yale MO10E AC;Y;text;komplektovshchik-zakazov-yale-mo10e-ac;500;;474;1000 - 1200;;1637 - 1755;;;;2873 - 3203;780 - 950 / 1000;;;;1787 - 1900;0;560;;;1390 - 1510;;500;;3;3;24;800 - 1000;;;;;06.авг;3;;индукц./рельс.;9,5 / 9,9;;0.25 / 0.26;;0.20 / 0.25 - 0.18 / 0.23;;;;;;;1600-2150;Складская техника;Комплектовщики заказов
13877;Комплектовщик заказов Yale MO10;Y;text;komplektovshchik-zakazov-Yale-MO10;500;;474;1200;;1768;;;;3087;1000 / 1000;;;;1947;310;280;;;1534,5;;680;;12;6,4;48;1;;;;;окт.15;06.апр;;индукц./рельс.;8,8 / 9;;0,37 / 0,37;;0,36 / 0,42;;;;;;;2940;Складская техника;Комплектовщики заказов
13878;Комплектовщик заказов Yale MO10S;Y;text;komplektovshchik-zakazov-Yale-MO10S;500;;474;1300 / 1400;;1809 / 1905;;;;3087 / 3242;1100/1100 / 1100/1200;;;;1947 / 2102;465 / 620;420 / 560;;;1574,5 / 1674,5;;732 / 948;;12;6,4;48;1;;;;;окт.15;06.апр;;индукц./рельс.;8,8 / 9;;0,38 / 0,38;;0,37 / 0,43;;;;;;;3070 / 3295;Складская техника;Комплектовщики заказов
13719;Тягач YALE MO20;Y;text;tyagach-yale-mo20;500;;474;4008;;2813;;;;3764;796;;;;1410;0;620;;;2608;;366;;2;2,6;24;2000;;;;;;2,6;;индукц./рельс.;8,5 / 10,5;;;;;;;;;;;1195;Складская техника;Тягачи
13880;Тягач YALE MO25;Y;text;tyagach-YALE-MO25;500;;474;4153;;3413;;;;3909;796;;;;1555;0;620;;;3208;;480;;2;2,6;24;2500;;;;;;2,6;;индукц./рельс.;8,5 / 10,5;;;;;;;;;;;1310;Складская техника;Тягачи
13881;Тягач YALE MO20P;Y;text;tyagach-YALE-MO20P;500;;474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Складская техника;Тягачи
13882;Тягач YALE MO10L;Y;text;tyagach-YALE-MO10L;500;;474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Складская техника;Тягачи
13883;Тягач YALE MO50T;Y;text;tyagach-YALE-MO50T;500;;474;;;1289;;;;1429;796;;;;;0;465;;;1084;;366;;;2,6;24;5000;;;;;;2,6;;индукц./рельс.;7 / 12,5;;;;;;;1000;;;;1018;Складская техника;Тягачи
13884;Гидравлический штабелер Unilift SHM-0516;Y;text;gidravlicheskij-shtabeler-Unilift-SHM-0516;500;;1073;1945;;;;;;;;;;;;;;;;;1600;;;;;;500;;;;;;;;;;;контролируется вручную;;25 мм/качок;;;;;;;205;Складская техника;Гидравлические штабелеры
13885;Гидравлический штабелер Unilift SHM-1016;Y;text;gidravlicheskij-shtabeler-Unilift-SHM-1016;500;;1073;1945;;;;;;;;;;;;;;;;;1600;;;;;;1000;;;;;;;;;;;контролируется вручную;;25 мм/качок;;;;;;;230;Складская техника;Гидравлические штабелеры
13886;Гидравлический штабелер Unilift SHM-1025;Y;text;gidravlicheskij-shtabeler-Unilift-SHM-1025;500;;1073;1945;;;;;;;;;;;;;;;;;2500;;;;;;1000;;;;;;;;;;;контролируется вручную;;25 мм/качок;;;;;;;276;Складская техника;Гидравлические штабелеры
13887;Гидравлический штабелер Unilift SHM-1030;Y;text;gidravlicheskij-shtabeler-Unilift-SHM-1030;500;;1073;1945;;;;;;;;;;;;;;;;;3000;;;;;;1000;;;;;;;;;;;контролируется вручную;;25 мм/качок;;;;;;;307;Складская техника;Гидравлические штабелеры
13888;Гидравлический штабелер Unilift SHM-1516N;Y;text;gidravlicheskij-shtabeler-Unilift-SHM-1516N;500;;1073;1945;;;;;;;;;;;;;;;;;1600;;;;;;1500;;;;;;;;;;;контролируется вручную;;25 мм/качок;;;;;;;245;Складская техника;Гидравлические штабелеры
13729;Гидравлический штабелер Unilift SHMA-0516;Y;text;gidravlicheskiy-shtabeler-unilift-shma-0516;500;;1073;1910;;;;;;;;;;;;;;;;;1600;;;;;;500;2000;1640;805;;;;;;;;контролируется вручную;;20 мм/качок;;;;400;220-745;;161;Складская техника;Гидравлические штабелеры
13890;Гидравлический штабелер Unilift SHM-1516;Y;text;gidravlicheskij-shtabeler-Unilift-SHM-1516;500;;1073;1910;;;;;;;;;;;;;;;;;1600;;;;;;1500;;;;;;;;;;;контролируется вручную;;25 мм/качок;;;;;;;255;Складская техника;Гидравлические штабелеры
13891;Гидравлический штабелер Unilift SHM-3D;Y;text;gidravlicheskij-shtabeler-Unilift-SHM-3D;500;;1073;1890;;;;;;;;;;;;;;;;;1945;;;;;;350;;;;;;;;;;;контролируется вручную;;25 мм/качок;;;;;;;131;Складская техника;Гидравлические штабелеры
13892;Гидравлический штабелер Unilift SSE-1025;Y;text;gidravlicheskij-shtabeler-Unilift-SSE-1025;500;;1073;1982;;;;;;;;;;;;;;;;;2500;;;1,6;;;1000;;;;;;;;;;;контролируется вручную;;135/150 мм/с;;;;;;;285;Складская техника;Гидравлические штабелеры
13893;Гидравлический штабелер Unilift SSE-1030;Y;text;gidravlicheskij-shtabeler-Unilift-SSE-1030;500;;1073;2235;;;;;;;;;;;;;;;;;3000;;;1,6;;;1000;;;;;;;;;;;150/120;;80/100;;;;;;;440;Складская техника;Гидравлические штабелеры
13894;Гидравлический штабелер Unilift SSE-1033;Y;text;gidravlicheskij-shtabeler-Unilift-SSE-1033;500;;1073;2235;;;;;;;;;;;;;;;;;3300;;;1,6;;;1000;;;;;;;;;;;150/120;;80/100;;;;;;;460;Складская техника;Гидравлические штабелеры
13895;Гидравлический штабелер Unilift SFE-1033F;Y;text;gidravlicheskij-shtabeler-Unilift-SFE-1033F;500;;1073;2545;;;;;;;;;;;;;;;;;3300;;;2,2;0,75;;1000;;;;;;;;;;;150/120;;80/100;;;;;;;890;Складская техника;Гидравлические штабелеры
13896;Гидравлический штабелер Unilift SFE-1535F;Y;text;gidravlicheskij-shtabeler-Unilift-SFE-1535F;500;;1073;2545;;;;;;;;;;;;;;;;;3500;;;2,2;0,75;;1500;;;;;;;;;;;150/120;;80/100;;;;;;;950;Складская техника;Гидравлические штабелеры
13897;Гидравлический штабелер Unilift SFE-1545F;Y;text;gidravlicheskij-shtabeler-Unilift-SFE-1545F;500;;1073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13730;Подъемный стол Yale LTH-150A;Y;text;podemnyy-stol-yale-lth-150a;500;;474;;46;;;;825;;;;100;;;;;;25;;740;;225;;;;150;;;;;;;700x450x35;;;;;;;;;;;;;;Складская техника;Подъемные столы
13899;Подъемный стол Yale LTH-150Н;Y;text;podemniy-stol-Yale-LTH-150n;500;;474;;64;;;;921;;;;100;;;;;;30;;1100;;;;;;150;;773;;;;;;;;;;;;;;;;;;;Складская техника;Подъемные столы
13900;Подъемный стол Yale LTH-300A;Y;text;podemniy-stol-Yale-LTH-300A;500;;474;;75;;;;1000;;;;127;;;;;;32;;900;;;;;;300;;935;;;;;;;;;;;;;;;;;;;Складская техника;Подъемные столы
13901;Подъемный стол Yale LTH-350S;Y;text;podemniy-stol-Yale-LTH-350S;500;;474;;110;;;;970;;;;127;;;;;;55;;1300;;;;;;350;;980;;;;;;;;;;;;;;;;;;;Складская техника;Подъемные столы
13902;Подъемный стол Yale LTH-500A;Y;text;podemniy-stol-Yale-LTH-500A;500;;474;;87;;;;970;;;;127;;;;;;45;;900;;;;;;500;;925;;;;;;;;;;;;;;;;;;;Складская техника;Подъемные столы
13903;Подъемный стол Yale LTH-680F;Y;text;podemniy-stol-Yale-LTH-680F;500;;474;;185;;;;1000;;;;150;;;;;;80;;1500;;;;;;680;;1510;;;;;;;;;;;;;;;;;;;Складская техника;Подъемные столы
13904;Подъемный стол Yale LTH-800A;Y;text;podemniy-stol-Yale-LTH-800A;500;;474;;115;;;;996;;;;150;;;;;;70;;1000;;;;;;800;;1150;;;;;;;;;;;;;;;;;;;Складская техника;Подъемные столы
13905;Подъемный стол Yale LTE-250;Y;text;podemniy-stol-Yale-LTE-250;500;;474;;140;;;;980;;;;127;;;;;;;;900;;;;;;250;;1200;;;;;;;;;;;;;;;;;;;Складская техника;Подъемные столы
13906;Подъемный стол Yale LTH-1000;Y;text;podemniy-stol-Yale-LTH-1000;500;;474;;115;;;;960;;;;150;;;;;;55;;1000;;;;;;1000;;1170;;;;;;;;;;;;;;;;;;;Складская техника;Подъемные столы
13907;Подъемный стол Yale LTH-1500;Y;text;podemniy-stol-Yale-LTH-1500;500;;474;;135;;;;961;;;;150;;;;;;70;;1000;;;;;;1500;;;;;;;;;;;;;;;;;;;;;Складская техника;Подъемные столы
13908;Подъемный стол Yale LTH-800H;Y;text;podemniy-stol-Yale-LTH-800H;500;;474;;172;;;;961;;;;150;;;;;;;;1500;;;;;;800;;1375;;;;;;;;;;;;;;;;;;;Складская техника;Подъемные столы
